#   1                     2                  3          4         5      6    7         8      9    10      11     12      13     14      15     16      17      18      19     20      21     22      23     24      25     26      27
# SOURCE              CEPHEID_ID             L          B        DIST  dDIST AGE      PERIOD  MODE  I1     dI1     I2     dI2     I3     dI3     I4     dI4      W1     dW1     W2     dW2     W3     dW3     W4     dW4    A_Ks   SOURCE"
#   -                     -                (deg)      (deg)      (pc)  (pc) (Myr)      (d)     -   (mag)  (mag)   (mag)  (mag)   (mag)  (mag)   (mag)  (mag)    (mag)  (mag)   (mag)  (mag)   (mag)  (mag)   (mag)  (mag)   (mag)    -
ATLAS              J300.7616+32.2275     69.31835    0.67271     8043   297   43   26.6920989 F    7.812  0.058   7.871  0.055   0.000  0.000   0.000  0.000    7.657  0.085   7.652  0.063   7.528  0.066   0.000  0.000   0.709  -      
ATLAS              J301.8000+31.8757     69.49281   -0.25895     6131   191   37   33.3765560 F    6.946  0.068   6.883  0.068   0.000  0.000   0.000  0.000    6.947  0.372   7.048  0.161   7.051  0.089   6.379  0.169   0.931  -      
GCVS               V1467_Cyg             69.61863    0.61462     7734   208   30   48.6774815 F    6.645  0.036   6.623  0.026   0.000  0.000   0.000  0.000    6.766  0.167   6.756  0.077   6.774  0.048   6.813  0.219   0.491  -      
ASAS-SN            J200127.53+324812.0   69.62917    1.26175     4244   116  126    3.8461299 F    8.908  0.058   8.867  0.056   0.000  0.000   0.000  0.000    8.979  0.075   8.943  0.079   9.201  0.136   0.000  0.000   0.366  -      
GCVS               V1033_Cyg             69.94202    0.49316     4009    99  109    4.9513480 F    8.482  0.056   8.354  0.051   0.000  0.000   0.000  0.000    8.381  0.081   8.366  0.090   8.500  0.076   0.000  0.000   0.340  -      
ASAS-SN            J200636.68+323310.9   69.99602    0.21117     5292   114   46   22.3172939 F    6.997  0.057   6.959  0.037   0.000  0.000   0.000  0.000    7.002  0.074   7.123  0.074   6.963  0.041   6.749  0.207   0.498  -      
GCVS               GI____Cyg             70.22230    2.09508     3387   115  100    5.7825626 F    7.871  0.043   7.754  0.036   0.000  0.000   0.000  0.000    7.443  0.233   7.541  0.116   7.624  0.049   0.000  0.000   0.172  -      
ASAS-SN            J201113.71+321605.9   70.28616   -0.76170     3665    96   87    7.2985658 F    7.827  0.048   7.692  0.045   0.000  0.000   0.000  0.000    7.854  0.094   7.793  0.078   7.901  0.079   0.000  0.000   0.579  -      
ATLAS              J301.8821+32.8435     70.34476    0.20549     7219   163  119    4.5881285 F    9.932  0.052   9.920  0.042   0.000  0.000   0.000  0.000    9.932  0.065   9.874  0.067   9.817  0.547   0.000  0.000   0.562  -      
ASAS-SN            J201309.07+323711.2   70.80287   -0.90736     6090   151  101    5.8567815 F    9.109  0.048   9.070  0.046   0.000  0.000   0.000  0.000    9.168  0.082   9.131  0.092   9.218  0.094   0.000  0.000   0.402  -      
ATLAS              J303.0900+32.8136     70.87308   -0.66169     8354   275  110    5.4889963 F   10.477  0.060  10.238  0.059   0.000  0.000   0.000  0.000   10.510  0.091  10.437  0.114   0.000  0.000   0.000  0.000   1.361  -      
GCVS               MW____Cyg             70.92385   -0.63340     1502    44   98    5.9545636 F    0.000  0.000   5.922  0.055   0.000  0.000   0.000  0.000    6.017  0.162   5.857  0.120   5.913  0.057   5.709  0.159   0.120  -      
GCVS               CD____Cyg             71.06918    1.42978     2529   106   54   17.0785209 F   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000    5.619  0.179   5.446  0.172   5.573  0.115   5.468  0.135   0.163  -      
GCVS               V547__Cyg             71.64360    3.39600     7164   266  100    6.2236285 F   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000    9.273  0.082   9.256  0.088   9.213  0.124   0.000  0.000   0.176  -      
GCVS               T_____Vul             72.13237  -10.15180      578    18  117    4.4355444 F   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000    4.175  0.132   3.496  0.742   4.201  0.042   4.139  0.052   0.017  -      
ASAS-SN            J201151.18+342447.2   72.15130    0.30553     5243   134   75    9.8309789 F    8.266  0.059   8.210  0.053   0.000  0.000   0.000  0.000    8.119  0.044   8.042  0.057   8.108  0.076   0.000  0.000   0.602  -      
GCVS               V1364_Cyg             72.44696    1.56410     5460   186   64   12.9706969 F    7.928  0.056   7.904  0.049   0.000  0.000   0.000  0.000    7.694  0.069   7.774  0.059   7.647  0.044   0.000  0.000   0.502  -      
ASAS-SN            J201358.37+344845.5   72.72511    0.16187     8039   216   37   34.2218700 F    7.451  0.062   7.438  0.061   0.000  0.000   0.000  0.000    7.701  0.119   7.769  0.143   7.511  0.051   7.112  0.283   0.864  -      
GCVS               V492__Cyg             72.91758    0.96153     3821    84   86    7.5743563 F    7.680  0.039   7.704  0.035   0.000  0.000   0.000  0.000    7.648  0.051   7.662  0.039   7.554  0.040   0.000  0.000   0.235  -      
GCVS               V495__Cyg             73.12083   -0.06669     1729    36   92    6.7168861 F    6.118  0.038   6.109  0.039   0.000  0.000   0.000  0.000    6.094  0.070   5.900  0.175   6.044  0.027   5.825  0.110   0.199  -      
GCVS               V2475_Cyg             73.15044    0.45329     3340    88   67   11.5560258 F    6.837  0.060   6.806  0.054   0.000  0.000   0.000  0.000    6.888  0.167   6.917  0.093   6.946  0.046   6.830  0.230   0.437  -      
GCVS               QY____Cyg             73.47959    4.25461    16105   618  173    3.8930603 F   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   11.626  0.059  11.645  0.065   0.000  0.000   0.000  0.000   0.107  -      
ATLAS              J305.2363+35.0371     73.71236   -0.89572     5226   175   75    9.9348246 F    8.103  0.056   8.024  0.054   0.000  0.000   0.000  0.000    8.301  0.058   8.208  0.054   8.314  0.065   0.000  0.000   0.655  -      
GCVS               QQ____Cyg             73.72634    4.70628    12200   434  152    3.8968470 F   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   11.020  0.044  11.037  0.046   0.000  0.000   0.000  0.000   0.102  -      
GCVS               V383__Cyg             73.92672   -2.76515     1642    50  114    4.6125304 F   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000    6.558  0.074   6.451  0.102   6.547  0.035   6.509  0.171   0.264  -      
GCVS               V402__Cyg             74.14503    2.26358     2092    44  118    4.3647334 F    7.115  0.045   7.047  0.048   0.000  0.000   0.000  0.000    7.028  0.116   7.093  0.049   7.097  0.036   6.995  0.259   0.141  -      
GCVS               V1046_Cyg             74.48722    0.65272     3007    66  110    4.9448528 F    7.815  0.061   7.730  0.044   0.000  0.000   0.000  0.000    7.785  0.080   7.768  0.057   7.773  0.066   0.000  0.000   0.297  -      
ASAS-SN            J212751.47+242521.1   74.64689  -18.81978    13482   544  438    0.7703319 1O  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   13.067  0.067  13.050  0.114   0.000  0.000   0.000  0.000   0.030  -      
ATLAS              J304.8116+36.6097     74.81357    0.27859     3139    74  156    1.8480848 1O   8.854  0.042   8.806  0.029   0.000  0.000   0.000  0.000    8.916  0.032   8.866  0.036   8.534  0.066   7.057  0.285   0.432  -      
ATLAS              J301.8739+38.5913     75.18317    3.31271    13445   546  205    2.6403221 F   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   11.923  0.079  11.865  0.090   9.991  0.208   0.000  0.000   0.310  -      
GCVS               GL____Cyg             75.25702    4.26071     8147   304  149    3.3705204 F   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   10.381  0.067  10.317  0.083  10.344  0.275   0.000  0.000   0.100  -      
GCVS               V343__Cyg             75.26103    4.14974    14149   515   79   11.9198263 F   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000    9.791  0.052   9.793  0.053   9.676  0.122   0.000  0.000   0.098  -      
ATLAS              J301.9716+39.1584     75.70288    3.55389    19231  1032  313    1.8781739 F   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   13.147  0.118  13.161  0.140  10.455  0.253   0.000  0.000   0.299  -      
ATLAS              J304.7290+37.9480     75.88170    1.08768     9681   407   34   40.2027667 F    7.873  0.065   7.818  0.065   0.000  0.000   0.000  0.000    7.517  0.183   7.523  0.075   7.562  0.050   0.000  0.000   1.025  -      
ASAS-SN            J201648.63+382036.2   75.97656    1.65215     8614   223   55   17.8925317 F    8.400  0.078   8.445  0.080   0.000  0.000   0.000  0.000    8.432  0.059   8.347  0.062   8.042  0.067   6.380  0.241   0.635  -      
ATLAS              J304.2237+38.8670     76.42040    1.93112     8399   220  145    3.5935820 F   10.631  0.053  10.524  0.040   0.000  0.000   0.000  0.000   10.679  0.061  10.616  0.070   0.000  0.000   0.000  0.000   0.580  -      
GCVS               V554__Cyg             76.50942    4.18863    11938   434  143    4.3277349 F   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   10.831  0.049  10.831  0.074   0.000  0.000   0.000  0.000   0.099  -      
GCVS               DT____Cyg             76.54876  -10.78240      538    18  131    2.4992150 1O  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000    4.331  0.118   3.477  0.738   4.383  0.058   4.302  0.060   0.016  -      
ASAS-SN            J202341.18+382700.1   76.82770    0.60232     2194    42  136    3.4380009 F    7.782  0.044   7.706  0.038   7.639  0.038   7.675  0.036    7.777  0.071   7.743  0.078   7.761  0.054   0.000  0.000   0.556  -      
GCVS               X_____Cyg             76.87046   -4.26262      991    48   55   16.3512537 F   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000    0.000  0.000   3.293  0.130   3.602  0.050   3.503  0.054   0.079  -      
GCVS               V1154_Cyg             77.21662    8.76165     2045    69  110    4.9254526 F   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000    6.758  0.152   6.777  0.073   6.832  0.055   6.671  0.210   0.047  -      
ATLAS              J308.2896+37.7722     77.36654   -1.30566     4204   136   95    6.5845217 F   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000    8.369  0.060   8.287  0.073   8.297  0.084   0.000  0.000   0.746  -      
GCVS               V438__Cyg             77.63019    2.28145     1818    64   69   11.2099429 F    0.000  0.000   0.000  0.000   5.336  0.049   5.347  0.049    5.698  0.089   5.529  0.078   5.631  0.034   5.528  0.091   0.328  -      
ASAS-SN            J210816.15+324443.4   77.99095  -10.03125    14366   533  225    2.4586754 F   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   11.987  0.059  11.996  0.069   0.000  0.000   0.000  0.000   0.024  -      
GCVS               KX____Cyg             78.62666    1.71448     2274    65   49   19.9318450 F    0.000  0.000   0.000  0.000   5.212  0.070   5.185  0.073    5.454  0.134   5.373  0.104   5.362  0.050   5.106  0.114   0.561  -      
GCVS               V1788_Cyg             79.03872   -2.37268     2527   136   60   14.0936759 F   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000    6.048  0.076   5.971  0.155   5.876  0.036   5.436  0.081   0.254  -      
GCVS               V396__Cyg             79.04337    3.84518     1834    47   37   33.2547081 F    0.000  0.000   0.000  0.000   4.077  0.046   3.941  0.053    4.194  0.101   3.924  0.120   4.055  0.035   3.867  0.070   0.389  -      
ATLAS              J314.1788+40.2584     82.16010   -3.34631    21552  1038  250    2.8218594 F   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   12.795  0.080  12.837  0.118   0.000  0.000   0.000  0.000   0.265  -      
GCVS               VX____Cyg             82.17672   -3.49063     2799    91   49   20.1343606 F   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000    5.659  0.113   5.460  0.094   5.590  0.057   5.442  0.085   0.213  -      
GCVS               VY____Cyg             82.89497   -4.62482     1968    57   85    7.8575841 F   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000    6.150  0.067   6.046  0.109   6.144  0.045   5.985  0.105   0.171  -      
ATLAS              J311.5581+43.2128     83.19333    0.04241     2127    70  100    5.9679345 F   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000    6.820  0.110   6.840  0.071   6.812  0.041   6.609  0.244   0.439  -      
GCVS               V1334_Cyg             83.62165   -7.95006      679    26  111    3.3328160 1O  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000    4.303  0.281   3.731  0.617   4.444  0.053   4.380  0.062   0.007  -      
GCVS               V1662_Cyg             83.68632   -0.68019     2950   106   80    8.7238149 F   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000    6.915  0.182   6.995  0.050   7.036  0.050   6.827  0.294   0.482  -      
GCVS               TX____Cyg             84.34999   -2.30172     1113    39   59   14.7071368 F   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000    4.019  0.153   3.251  0.702   4.018  0.060   3.900  0.056   0.197  -      
GCVS               SZ____Cyg             84.44580    3.97646     2286    85   58   15.1176653 F   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000    5.472  0.123   5.446  0.092   5.503  0.040   5.592  0.095   0.174  -      
GCVS               BZ____Cyg             84.80254    1.38332     1911    54   73   10.1419320 F    0.000  0.000   5.788  0.072   0.000  0.000   0.000  0.000    5.719  0.105   5.583  0.094   5.748  0.061   5.686  0.099   0.240  -      
GCVS               V514__Cyg             84.95994    1.46132     1814    43  109    5.0988163 F    6.647  0.053   6.611  0.042   0.000  0.000   0.000  0.000    6.521  0.094   6.428  0.079   6.529  0.034   6.302  0.185   0.178  -      
ATLAS              J312.7062+45.4412     85.44104    0.80932     5975   175   95    7.0915684 F    8.923  0.061   8.870  0.053   0.000  0.000   0.000  0.000    9.089  0.108   9.005  0.115   9.031  0.078   0.000  0.000   0.683  -      
GCVS               V386__Cyg             85.51859   -4.89087     1049    38  107    5.2575934 F   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000    5.396  0.123   5.154  0.114   5.369  0.066   5.227  0.090   0.168  -      
ASAS-SN            J205012.03+454156.1   85.57072    1.05731     6347   151   69   12.2162232 F    8.349  0.060   8.299  0.056   0.000  0.000   0.000  0.000    8.369  0.095   8.404  0.108   8.342  0.082   0.000  0.000   0.702  -      
ASAS-SN            J205916.93+443346.1   85.73547   -0.89940     5654   265  134    3.9505872 F   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000    9.558  0.052   9.506  0.046   9.304  0.091   0.000  0.000   0.354  -      
ATLAS              J315.0811+44.5224     85.82707   -1.06598     8134   332  177    2.7590917 F   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   10.762  0.057  10.783  0.060  10.481  0.270   0.000  0.000   0.354  -      
ATLAS              J314.1065+45.1888     85.88003   -0.10757     8547   356  167    3.1131117 F   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   10.830  0.077  10.778  0.096   0.000  0.000   0.000  0.000   0.542  -      
ASAS-SN            J205808.28+445800.4   85.90815   -0.48153     9662   367   85    9.7207340 F   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000    9.431  0.052   9.404  0.065   0.000  0.000   0.000  0.000   0.456  -      
GCVS               V347__Cyg             86.03462    1.15862     4238   109   82    8.7395834 F    7.778  0.057   7.651  0.054   0.000  0.000   0.000  0.000    7.734  0.107   7.760  0.062   7.789  0.068   0.000  0.000   0.350  -      
ASAS-SN            J205425.66+454331.0   86.06274    0.50651     4113   127   98    6.3847746 F    8.238  0.048   8.213  0.053   0.000  0.000   0.000  0.000    8.384  0.085   8.332  0.078   8.459  0.078   0.000  0.000   0.690  -      
GCVS               V1533_Cyg             86.17720    1.27207     3917    93  148    3.1608968 F    9.045  0.045   8.930  0.047   0.000  0.000   0.000  0.000    8.914  0.068   8.897  0.064   8.853  0.081   0.000  0.000   0.229  -      
ATLAS              J315.6675+45.0927     86.53015   -1.00140    17150   803  283    2.1131802 F   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   12.742  0.097  12.730  0.118   0.000  0.000   0.000  0.000   0.298  -      
ATLAS              J313.3564+46.7215     86.71450    1.27979     8991   201   74   11.7650159 F    9.069  0.052   9.069  0.056   0.000  0.000   0.000  0.000    9.082  0.094   8.990  0.100   9.097  0.088   0.000  0.000   0.569  -      
ATLAS              J316.0894+45.2393     86.83756   -1.12584     8071   425  152    3.5690219 F   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   10.365  0.064  10.344  0.062  10.012  0.213   0.000  0.000   0.222  -      
ATLAS              J310.5590+48.4236     86.85496    3.81708    10418   399  153    3.9497533 F   -1.000 -1.000  -1.000 -1.000  -1.000 -1.000  -1.000 -1.000   10.887  0.065  10.846  0.066   0.000  0.000   0.000  0.000   0.485  -      
ATLAS              J314.9567+46.5590     87.30435    0.33871     3681    97   95    6.7677099 F    7.949  0.065   7.766  0.054   0.000  0.000   0.000  0.000    7.886  0.062   7.838  0.083   7.763  0.053   0.000  0.000   0.437  -      
ATLAS              J314.4569+46.8984     87.33670    0.81984     3488    75  128    2.7972173 1O   8.435  0.054   8.297  0.037   0.000  0.000   0.000  0.000    8.353  0.039   8.325  0.043   8.319  0.045   0.000  0.000   0.185  -      
